collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Plus grands joueurs de football;51;Alessandro Del Piero;Alessandro Del Piero;ok;direct;;"Alessandro Del Piero, né le 9 novembre 1974 à Conegliano, est un footballeur international italien évoluant au poste d'attaquant jusqu'en 2014.
Surnommé il Pinturicchio ou encore Godot, il a évolué de 1993 à 2012 à la Juventus, club dont il était le capitaine de 2004 à 2012 et meilleur buteur de l'histoire du club.
À la fois buteur et créateur d'occasion, Del Piero fait partie des joueurs qui possèdent dans leur palette technique tous les attributs décisifs de l'attaquant.";https://fr.wikipedia.org/wiki/Alessandro_Del_Piero
Plus grands joueurs de football;52;Fabio Cannavaro;Fabio Cannavaro;ok;direct;;"Fabio Cannavaro, né le 13 septembre 1973 à Naples, est un footballeur international italien jouant au poste de défenseur central du début des années 1990 jusqu'à celui des années 2010 reconverti entraîneur. Il est le sélectionneur de l'Ouzbékistan à partir de 2025.
Démarrant sa carrière en 1992, il joue dans plusieurs clubs italiens tels que le SSC Napoli, le Parma Calcio 1913, l'Inter Milan et la Juventus FC. Il n'a de succès qu'avec le Parma Calcio 1913, en remportant la Coupe UEFA en 1999, la";https://fr.wikipedia.org/wiki/Fabio_Cannavaro
Plus grands joueurs de football;53;Gianluigi Buffon;Gianluigi Buffon;ok;direct;;"Gianluigi Buffon, né le 28 janvier 1978 à Carrare en Italie est un footballeur international italien jouant au poste de gardien de but de 1995 à 2023. Avec 176 sélections, il est le joueur le plus capé de l'histoire de la sélection italienne.
Considéré comme l'un des plus grands gardiens de but de tous les temps, il est l'un des rares joueurs à avoir disputé plus de 1 100 matchs en professionnel et détient le record du plus grand nombre d'apparitions en Serie A (648 rencontres disputées).";https://fr.wikipedia.org/wiki/Gianluigi_Buffon
Plus grands joueurs de football;54;Xavi Hernandez;Xavi;ok;direct;redirection suivie;"Xavier Hernández Creus dit Xavi, né le 25 janvier 1980 à Terrassa en Espagne, est un footballeur international espagnol et entraîneur ayant évolue comme milieu relayeur au FC Barcelone de 1998 à 2015 puis, à Al-Sadd SC jusqu'en 2019.
Vainqueur de très nombreux titres dans sa carrière, Xavi Hernández est considéré comme l’un des plus grands joueurs de l’histoire du football espagnol. Connu pour sa qualité technique ainsi que sa qualité de passes, désigné meilleur passeur du Championnat d'Espagne ";https://fr.wikipedia.org/wiki/Xavi
Plus grands joueurs de football;55;Andres Iniesta;Andrés Iniesta;ok;direct;redirection suivie;"Andrés Iniesta Luján, né le 11 mai 1984 à Fuentealbilla en Espagne, est un footballeur international espagnol ayant évolué au poste de milieu de terrain du début des années 2000 au milieu des années 2020.Il est l'actuel entraineur de Gulf United FC.
Recruté au centre de formation de la Masia à l’âge de douze ans, Andrés Iniesta fait ses débuts professionnels avec le FC Barcelone lors de la saison 2002-2003. Il remporte dès lors de nombreux trophées dont quatre Ligues des champions, neuf Champion";https://fr.wikipedia.org/wiki/Andr%C3%A9s_Iniesta
Plus grands joueurs de football;56;Sergio Ramos;Sergio Ramos;ok;direct;;"Sergio Ramos García, dit Sergio Ramos, né le 30 mars 1986 à Camas (Espagne), est un footballeur international espagnol qui évolue au poste de défenseur central.
Originaire de Séville, Sergio Ramos fait ses débuts professionnels dans le club andalou avant de signer en 2005 au Real Madrid. Chez les Merengue, il remporte de nombreux trophées dont cinq championnats et quatre Ligue des Champions au cours de seize saisons.";https://fr.wikipedia.org/wiki/Sergio_Ramos
Plus grands joueurs de football;57;Iker Casillas;Iker Casillas;ok;direct;;"Iker Casillas Fernández, né le 20 mai 1981 à Móstoles dans la communauté de Madrid en Espagne, est un footballeur international espagnol.
Issu du centre de formation du Real Madrid, il a notamment remporté la Ligue des champions à trois reprises en 2000, 2002 et 2014, la Supercoupe de l'UEFA et la Coupe intercontinentale. En sélection, il fait partie des joueurs qui ont réussi à remporter coup sur coup l'Euro 2008, la Coupe du monde 2010 et l'Euro 2012.";https://fr.wikipedia.org/wiki/Iker_Casillas
Plus grands joueurs de football;58;Carles Puyol;Carles Puyol;ok;direct;;Carles Puyol Saforcada, né le 13 avril 1978 à La Pobla de Segur (Catalogne, Espagne), est un footballeur international espagnol. Il évolue au poste de défenseur central de la fin des années 1990 jusqu'à 2014. Il est reconnu comme un des meilleurs joueurs à son poste des années 2000 et l'un des joueurs les plus fair-play de l'histoire.;https://fr.wikipedia.org/wiki/Carles_Puyol
Plus grands joueurs de football;59;David Villa;David Villa;ok;direct;;"David Villa Sánchez, né le 3 décembre 1981 à Tuilla (Espagne) est un footballeur international espagnol ayant évolué au poste d'attaquant de la fin des années 1990 jusqu'en 2020. Il est considéré comme l'un des meilleurs attaquants de sa génération et de l'histoire du football espagnol.
Surnommé El Guaje (Le Gamin en asturien), David Villa est victime d'une grave blessure dans sa jeunesse avant de commencer sa carrière professionnelle avec le Sporting de Gijón en 2001.";https://fr.wikipedia.org/wiki/David_Villa
Plus grands joueurs de football;60;Fernando Torres;Fernando Torres;ok;direct;;"Fernando José Torres Sanz, souvent surnommé El Niño (« le gamin » en espagnol), né le 20 mars 1984 à Fuenlabrada (Province de Madrid, Espagne), est un footballeur international espagnol qui évolue au poste d'attaquant du début des années 2000 à la fin des années 2010.
Attaquant complet, rapide, doté d'une très bonne technique individuelle et d'un grand sens du but, il se révèle à l'Atlético de Madrid, puis confirme avec Liverpool en devenant l'un des meilleurs joueurs du monde. Il termine 3e du ";https://fr.wikipedia.org/wiki/Fernando_Torres
Plus grands joueurs de football;61;Raul Gonzalez;Raúl (football);ok;direct;redirection suivie;"Raúl González Blanco, dit Raúl, né le 27 juin 1977 à Madrid (Espagne), est un footballeur international espagnol qui évolue au poste d'attaquant.
Considéré comme l'un des meilleurs joueurs espagnols de tous les temps, Raúl est un emblématique numéro 7 et capitaine du Real Madrid, qu'il quitte en 2010 après seize saisons en équipe première. Il remporte six championnat d'Espagne et ainsi que la Ligue des Champions à trois reprises.";https://fr.wikipedia.org/wiki/Ra%C3%BAl_(football)
Plus grands joueurs de football;62;Luis Figo;Luís Figo;ok;direct;redirection suivie;"Luís Filipe Madeira Caeiro Figo, né le 4 novembre 1972 à Almada, est un footballeur international portugais jouant au poste de milieu de terrain offensif durant les années 1990-2000.
Il est considéré comme l'un des plus grands footballeurs portugais de l'histoire, avec Cristiano Ronaldo et Eusébio. Sa grande technique, sa puissance et sa vision du jeu font qu'il reste l'un des meilleurs milieux offensifs de sa génération, au même titre que Rui Costa, Rivaldo, ou encore Zinédine Zidane.";https://fr.wikipedia.org/wiki/Lu%C3%ADs_Figo
Plus grands joueurs de football;63;Cristiano Ronaldo;Cristiano Ronaldo;ok;direct;;"Cristiano Ronaldo dos Santos Aveiro, couramment appelé Cristiano Ronaldo ou Ronaldo et surnommé CR7, né le 5 février 1985 à Funchal (Portugal), est un footballeur international portugais qui évolue au poste d'attaquant au Al-Nassr FC.
Considéré comme l'un des meilleurs footballeurs de l'histoire, il est avec Lionel Messi (avec qui il entretient une rivalité sportive) l’un des deux seuls à avoir remporté le Ballon d'or au moins cinq fois. Ayant dépassé le seuil des 970 buts en plus de 1 300 match";https://fr.wikipedia.org/wiki/Cristiano_Ronaldo
Plus grands joueurs de football;64;Lionel Messi;Lionel Messi;ok;direct;;"Lionel Messi, parfois surnommé Leo Messi, né le 24 juin 1987 à Rosario (Argentine), est un footballeur international argentin qui joue au poste d'attaquant à l’Inter Miami à partir de 2023. Il est considéré comme l'un des meilleurs joueurs de l'histoire.
C'est dans sa ville natale de Rosario, en Argentine, qu'il commence le football.";https://fr.wikipedia.org/wiki/Lionel_Messi
Plus grands joueurs de football;65;Neymar;Neymar;ok;direct;;"Neymar da Silva Santos Júnior, dit Neymar Jr. ou simplement Neymar, né le 5 février 1992 à Mogi das Cruzes (Brésil), est un footballeur international brésilien qui évolue au poste d'ailier gauche ou milieu offensif au Santos FC. Considéré comme l'un des meilleurs joueurs du monde et comme l'un des plus grands footballeurs brésiliens de l'histoire, il est reconnu pour sa qualité technique, ses dribbles, sa créativité et son efficacité devant le but.
Évoluant depuis très jeune au Santos FC, Neymar";https://fr.wikipedia.org/wiki/Neymar
Plus grands joueurs de football;66;Kylian Mbappe;Kylian Mbappé;ok;direct;redirection suivie;"Kylian Mbappé (prononcé /ki.ljan m͡ba.pe/ ), né le 20 décembre 1998 à Paris (France), est un footballeur international français qui évolue au poste d'attaquant au Real Madrid. Considéré comme l’un des meilleurs joueurs du monde et comme l'un des plus grands footballeurs français de l'histoire, il est reconnu pour ses capacités de percussion, sa technique, son intelligence de jeu, sa très grande vitesse et sa qualité de finition.
Kylian Mbappé a grandi à Bondy en banlieue parisienne.";https://fr.wikipedia.org/wiki/Kylian_Mbapp%C3%A9
Plus grands joueurs de football;67;Karim Benzema;Karim Benzema;ok;direct;;"Karim Benzema (/ka.ʁim bɛn.ze.ma/), surnommé KB9, né le 19 décembre 1987 à Lyon, est un footballeur international français qui évolue au poste d'avant-centre au Al-Hilal FC.
Considéré comme l'un des meilleurs attaquants de sa génération, Karim Benzema remporte en 2022 le titre de Joueur de l'année de l'UEFA et le Ballon d'or. Il est actuellement le meilleur buteur français de l'histoire de la Ligue des champions, le meilleur buteur français de l'histoire toutes compétitions confondues et le cinq";https://fr.wikipedia.org/wiki/Karim_Benzema
Plus grands joueurs de football;68;Antoine Griezmann;Antoine Griezmann;ok;direct;;"Antoine Griezmann (prononcer : [ɡʁjɛzman]), surnommé « Grizi » ou « Grizou », né le 21 mars 1991 à Mâcon (Saône-et-Loire), est un footballeur international français qui évolue au poste de second attaquant ou milieu offensif.
Repéré par la Real Sociedad à l'âge de seulement treize ans, Antoine Griezmann poursuit sa formation au Pays basque et fait ses débuts professionnels en championnat d'Espagne en 2010. Quatre ans plus tard, il rejoint l'Atlético de Madrid avec lequel en 2016 il sera désigné m";https://fr.wikipedia.org/wiki/Antoine_Griezmann
Plus grands joueurs de football;69;N'Golo Kante;N'Golo Kanté;ok;search;;"N'Golo Kanté [ŋ͡ɡolo kãnte], né le 29 mars 1991 à Paris (France), est un footballeur international français qui évolue au poste de milieu défensif au Fenerbahçe SK. Il possède également la nationalité malienne.
Arrivé tardivement dans le monde professionnel, N'Golo Kanté connaît une progression constante, d'abord révélé à l'US Boulogne puis au SM Caen. Il signe ensuite à Leicester City où il remporte le Championnat d'Angleterre en 2016.";https://fr.wikipedia.org/wiki/N%27Golo_Kant%C3%A9
Plus grands joueurs de football;70;Paul Pogba;Paul Pogba;ok;direct;;"Paul Pogba, surnommé « La Pioche », né le 15 mars 1993 à Lagny-sur-Marne (Seine-et-Marne), est un footballeur international français qui évolue au poste de milieu de terrain à l'AS Monaco.
Formé au Havre, il signe directement à Manchester United mais, faute de temps de jeu suffisant, il quitte rapidement le club anglais pour rejoindre la Juventus FC en 2012. Avec le club italien, il remporte le championnat italien de Serie A quatre fois consécutivement, entre 2013 et 2016 et dispute la finale pe";https://fr.wikipedia.org/wiki/Paul_Pogba
Plus grands joueurs de football;71;Raphael Varane;Raphaël Varane;ok;direct;redirection suivie;"Raphaël Varane, né le 25 avril 1993 à Lille (Nord), est un footballeur international français qui évolue au poste de défenseur central de 2010 à 2024.
Formé au RC Lens, il signe au Real Madrid dès l'âge de 18 ans sur les recommandations de Zinédine Zidane. Durant sa période Merengue (2011-2021), il devient progressivement titulaire aux côtés du capitaine Sergio Ramos et l'un des meilleurs défenseurs d'Europe.";https://fr.wikipedia.org/wiki/Rapha%C3%ABl_Varane
Plus grands joueurs de football;72;Hugo Lloris;Hugo Lloris;ok;direct;;"Hugo Lloris (prononcé en catalan : [ʎoɾis]), né le 26 décembre 1986 à Nice, dans les Alpes-Maritimes, est un footballeur international français qui évolue au poste de gardien de but au Los Angeles FC.
Hugo Lloris commence sa carrière en 2005 dans le club de sa ville natale, l'OGC Nice, où il se distingue rapidement. Trois ans plus tard, il rejoint l'Olympique lyonnais et s'affirme comme étant le meilleur gardien français de sa génération. Élu trois fois meilleur gardien de Ligue 1, il atteint le";https://fr.wikipedia.org/wiki/Hugo_Lloris
Plus grands joueurs de football;73;Olivier Giroud;Olivier Giroud;ok;direct;;"Olivier Giroud, né le 30 septembre 1986 à Chambéry (Savoie), est un footballeur international français qui évolue au poste d'attaquant au LOSC Lille.
Doté d'un profil atypique, Olivier Giroud s’inscrit dans la lignée des joueurs de pivot, grand en taille et bon de la tête tout en possédant une large panoplie de buts tels que les volées, ciseaux, retournés et coups francs qui lui permet d'être couronné du prix Puskás 2017. Remportant de nombreux titres, tant avec l'équipe de France qu'avec les cl";https://fr.wikipedia.org/wiki/Olivier_Giroud
Plus grands joueurs de football;74;Kevin De Bruyne;Kevin De Bruyne;ok;direct;;"Kevin De Bruyne (prononcé en néerlandais : [ˈkɛvɪn də ˈbrœynə]), surnommé KDB, né le 28 juin 1991 à Tronchiennes en Belgique, est un footballeur international belge qui joue au poste de milieu de terrain au SSC Naples.
Réputé pour sa qualité de passe et de jeu dans les petits espaces, Kevin De Bruyne s'est imposé au fil des ans comme l'un des principaux acteurs du football mondial. En 2015, il reçoit le titre de joueur de l’année du Championnat allemand.";https://fr.wikipedia.org/wiki/Kevin_De_Bruyne
